54,4.202,0.082,234.31,17.8,0,1,17
55,4.472,0,233.29,19.2,0,1,16
56,2.852,0,235.61,12,0,1,17
57,2.928,0,235.25,12.4,0,1,17
58,2.94,0,236.04,12.4,0,2,17
59,2.934,0,235.51,12.4,0,1,17
60,2.926,0,235.68,12.4,0,1,17
61,3.452,0,235.2,15.2,0,1,17
62,4.87,0,233.74,20.8,0,1,17
63,4.868,0,233.84,20.8,0,1,17
64,4.866,0,233.79,20.8,0,1,17
65,3.176,0,235.5,13.8,0,1,17
66,2.92,0,235.84,12.4,0,1,17
67,2.93,0,236.15,12.4,0,1,17
68,2.912,0.05,235.81,12.4,0,1,17
69,2.608,0.052,235.41,11,0,1,17
70,2.714,0.162,234.82,11.6,0,0,17
71,3.538,0.086,233.76,15.6,0,1,16
72,6.072,0,232.48,26.4,0,27,17
73,4.536,0,233.54,19.4,0,1,17
74,4.408,0,232.32,18.8,0,1,16
75,2.912,0.048,234.02,13,0,1,17
76,2.326,0.054,234.76,9.8,0,1,17
77,2.264,0.054,234.67,9.6,0,1,17
78,2.27,0.054,235.27,9.6,0,1,17
79,2.258,0.054,235.12,9.6,0,1,17
80,2.188,0.068,235.8,9.2,0,1,17
81,2.978,0.166,234.81,13.2,0,1,17
82,4.2,0.174,234.38,17.8,0,1,17
83,4.204,0.186,234.2,17.8,0,1,16
84,4.218,0.178,233.98,18,0,1,17
85,2.786,0.188,234.99,12,0,2,17
86,2.54,0.088,234.67,10.8,0,4,17
87,2.496,0.08,233.92,10.6,0,3,17
88,2.336,0.07,233.51,10,0,1,16
89,2.322,0,233.44,9.8,0,0,17
90,2.448,0,233.64,10.6,0,1,17
91,4.298,0,232.39,18.4,0,1,16
92,4.23,0.09,232.25,18.2,0,1,17
93,4.23,0.09,232.32,18.2,0,2,16
94,3.924,0.084,232.79,17,0,1,17
95,4.218,0.09,232.09,18,0,1,17
96,4.224,0.09,231.96,18.2,0,1,16
97,4.07,0.088,231.99,17.4,0,1,17
98,3.612,0.09,232.36,15.6,0,2,16
99,3.458,0.09,232.71,14.8,0,1,17
100,3.434,0.09,232.01,14.8,0,1,16
101,3.366,0,232.78,14.4,0,1,17
102,3.404,0.082,233.08,14.6,0,2,16
103,3.382,0.074,233.69,14.4,0,0,17
104,3.616,0.106,234.44,15.4,0,4,17
105,3.476,0.092,234.6,14.8,0,3,17
106,3.394,0.064,235.12,14.4,0,0,17
107,3.4,0,234.28,14.4,0,1,17
108,3.414,0,234.19,14.4,0,1,17
109,3.432,0,234.69,14.6,0,1,16
110,3.418,0,234.26,14.6,0,2,17
111,3.392,0,233.3,14.4,0,1,17
112,3.394,0,233.43,14.4,0,1,17
113,3.394,0,233.45,14.4,0,1,16
114,3.406,0,233.91,14.4,0,2,17
115,3.42,0,234.43,14.6,0,1,17
116,3.418,0,234.34,14.4,0,1,17
117,3.422,0.052,234.58,14.6,0,1,17
118,3.332,0,234.02,14.2,0,1,16
119,3.316,0.046,234.29,14,0,1,17
120,3.334,0,234.36,14.2,0,2,17
121,3.262,0.052,232.64,14,0,0,17
122,3.476,0.064,232.96,14.8,0,3,16
123,3.62,0.09,233.47,15.4,0,5,17
124,3.61,0.084,234.98,15.2,0,5,17
125,3.646,0.138,234.34,15.4,0,5,17
126,3.614,0.192,233.92,15.4,0,5,17
127,3.408,0.162,233.94,14.4,0,2,16
128,3.388,0.134,233.72,14.4,0,1,17
129,3.372,0.132,233.2,14.4,0,2,17
130,3.37,0.132,233.1,14.4,0,1,16
131,3.342,0.12,232.29,14.4,0,1,17
132,3.284,0,232.45,14,0,2,16
133,3.276,0,231.97,14,0,1,17
134,3.382,0.13,232.42,14.4,0,2,17
135,3.418,0.16,233.38,14.6,0,1,16
136,3.396,0.158,232.69,14.6,0,1,17
137,3.406,0.158,233.2,14.6,0,2,16
138,3.406,0.158,233.26,14.6,0,1,17
139,3.392,0.156,232.84,14.4,0,1,17
140,3.378,0.154,232.39,14.4,0,2,16
141,3.368,0.154,232.14,14.4,0,1,17
142,3.35,0.152,231.57,14.4,0,1,16
143,3.352,0.152,231.66,14.4,0,2,17
144,3.364,0.154,232.22,14.4,0,1,16
145,3.38,0.156,232.81,14.4,0,1,17
146,3.404,0.16,233.77,14.4,0,1,17
147,3.378,0.156,232.82,14.4,0,2,16
148,3.388,0.158,233.22,14.4,0,1,17
149,3.376,0.156,232.84,14.4,0,1,17
150,3.254,0,232.75,13.8,0,0,16
151,3.214,0.078,232.64,13.8,0,0,17
152,3.202,0.078,232.2,13.8,0,0,16
153,3.202,0.078,232.2,13.8,0,0,17
154,3.212,0.078,232.58,13.8,0,0,16
155,3.206,0.078,232.4,13.8,0,0,17
156,3.214,0.078,232.66,13.8,0,0,17
157,3.206,0.078,232.43,13.8,0,0,16
158,3.222,0.078,233.02,13.8,0,0,17
159,3.216,0.076,232.8,13.8,0,0,16
160,3.216,0.078,232.79,13.8,0,0,17
161,3.194,0.078,231.98,13.6,0,0,16
162,3.278,0,232.88,14,0,0,17
163,3.282,0,232.52,14,0,0,17
164,3.292,0,232.87,14,0,0,16
165,3.316,0,233.78,14,0,0,17
166,3.37,0.08,233.69,14.4,0,0,17
167,3.42,0.144,234.04,14.6,0,0,17
168,3.41,0.142,233.93,14.6,0,0,16
169,3.4,0.14,233.62,14.4,0,0,17
170,3.4,0.14,233.64,14.4,0,0,17
171,3.388,0.14,233.26,14.4,0,0,16
172,3.37,0.086,233.9,14.4,0,0,17
173,3.332,0,233.68,14.2,0,0,17
174,3.31,0,232.83,14.2,0,0,17
175,3.312,0,233,14.2,0,0,16
176,3.314,0,233.08,14.2,0,0,17
177,3.302,0,232.69,14.2,0,0,16
178,3.302,0,232.91,14,0,0,17
179,3.3,0,232.87,14,0,0,17
180,3.29,0,232.42,14,0,0,16
181,3.286,0,232.31,14,0,0,17
182,3.23,0.052,232.79,13.8,0,0,16
183,3.218,0.078,233.05,13.8,0,0,17
184,3.258,0.076,234.57,13.8,0,0,17
185,3.264,0.076,234.79,13.8,0,0,17
186,3.26,0.076,234.6,13.8,0,0,17
187,3.262,0.076,234.54,13.8,0,0,17
188,3.264,0.076,234.6,13.8,0,0,16
189,3.238,0.076,233.77,13.8,0,0,17
190,3.228,0.078,233.5,13.8,0,0,17
191,3.222,0.078,233.27,13.8,0,0,17
192,3.226,0.078,233.37,13.8,0,0,16
193,3.206,0.078,232.64,13.6,0,0,17
194,3.188,0.08,231.95,13.6,0,0,16
195,3.196,0.08,232.21,13.6,0,0,17
196,3.204,0.078,232.5,13.6,0,0,16
197,3.232,0.078,233.63,13.8,0,0,17
198,3.254,0.074,234.43,13.8,0,0,17
199,3.376,0.05,234.63,14.4,0,0,17
200,3.372,0.048,235.05,14.2,0,0,17
201,3.366,0.048,234.96,14.2,0,0,17
202,3.386,0.05,235.77,14.2,0,0,17
203,3.496,0.146,236.76,14.8,0,0,17
204,3.426,0.146,234.59,14.6,0,0,17
205,3.44,0.148,235.13,14.6,0,0,17
206,3.44,0.146,235.14,14.6,0,0,17
207,3.454,0.15,235.75,14.6,0,0,17
208,3.45,0.15,235.69,14.6,0,0,17
209,3.48,0.154,236.86,14.6,0,0,17
210,3.474,0.152,236.72,14.6,0,0,17
211,3.456,0.15,236.05,14.6,0,0,17
212,1.832,0.17,237.54,8.4,0,0,17
213,2.044,0.102,237.44,9.4,0,0,18
214,3.354,0,237,14,0,0,17
215,3.282,0.074,235.55,13.8,0,0,17
216,3.308,0.074,236.51,14,0,0,17
217,3.314,0.072,236.76,14,0,0,17
218,3.306,0.072,237.11,13.8,0,0,17
219,1.692,0.054,238.72,7.8,0,0,18
220,3.342,0.07,237.66,14,0,0,17
221,3.354,0.07,238.2,14,0,0,17
222,3.334,0.072,237.46,14,0,0,18
223,3.33,0.072,237.36,14,0,0,17
224,2.74,0.064,238.13,12,0,0,17
225,2.188,0.06,237.74,10,0,0,18
226,3.33,0.07,237.26,14,0,0,17
227,3.34,0.07,237.69,14,0,0,17
228,3.306,0.072,236.44,14,0,0,17
229,3.044,0.072,236.23,13.2,0,0,17
230,1.766,0.058,237.7,8.2,0,0,18
231,3.376,0,235.73,14.2,0,0,17
232,3.414,0.052,236.51,14.4,0,0,17
233,3.426,0.054,237.11,14.4,0,0,17
234,3.42,0.054,237.06,14.4,0,0,17
235,1.876,0.074,238.63,8.6,0,0,18
236,3.442,0.056,237.58,14.4,0,0,17
237,3.414,0.054,236.87,14.4,0,0,17
238,3.412,0.056,236.94,14.4,0,0,17
239,2.542,0.068,238.17,11.4,0,0,18
240,2.82,0.062,237.42,12.4,0,0,17
241,3.41,0.054,236.91,14.4,0,0,17
242,3.392,0.052,236.24,14.2,0,0,17
243,2.878,0.06,237.17,12.6,0,0,17
244,1.848,0.112,238.59,8.4,0,0,18
245,3.494,0.144,237.43,14.6,0,0,17
246,3.42,0,237.73,14.2,0,0,17
247,3.226,0,237.2,13.8,0,0,18
248,1.948,0,238.41,9,0,0,17
249,3.392,0,236.6,14.2,0,0,17
250,3.368,0,236.12,14.2,0,0,17
251,3.378,0,236.54,14.2,0,0,17
252,1.872,0,238.48,8.6,0,0,18
253,3.212,0,237.27,13.6,0,0,17
254,3.346,0,237.06,14,0,0,17
255,3.308,0.072,236.49,14,0,0,17
256,3.302,0.072,236.28,13.8,0,0,17
257,2.36,0.064,236.89,10.8,0,0,18
258,2.652,0.046,236.64,11.8,0,0,17
259,3.392,0,236.58,14.2,0,1,17
260,3.398,0,236.83,14.2,0,2,17
261,3.424,0.046,237.75,14.4,0,1,17
262,1.86,0.066,239.69,8.4,0,2,18
263,3.25,0.082,238.95,13.8,0,1,17
264,3.502,0.172,236.46,14.8,0,1,18
265,3.484,0.17,235.98,14.6,0,2,17
266,3.478,0.168,235.85,14.6,0,1,17
267,1.696,0.194,238.19,7.6,0,2,17
268,3.494,0.17,236.28,14.8,0,1,17
269,3.482,0.17,236.4,14.6,0,1,17
270,3.48,0.17,236.46,14.6,0,2,17
271,3.474,0.168,236.28,14.6,0,1,17
272,2.308,0.184,237.33,10.6,0,1,18
273,2.926,0.178,237.09,12.8,0,2,17
274,3.472,0.17,236.39,14.6,0,1,17
275,3.48,0.17,236.75,14.6,0,1,17
276,3.454,0.168,235.73,14.6,0,2,17
277,3.464,0.17,236.03,14.6,0,1,17
278,1.786,0.096,237.68,8.2,0,1,18
279,3.182,0,235.99,13.6,0,1,17
280,3.378,0,236.26,14.2,0,2,17
281,3.372,0,236.03,14.2,0,1,17
282,3.362,0,235.7,14.2,0,1,17
283,3.112,0,236.08,13.4,0,1,17
284,1.614,0.056,237.31,7.4,0,0,17
285,3.358,0,236.14,14.2,0,0,17
286,3.388,0,236.61,14.2,0,0,17
287,3.392,0,236.93,14.2,0,0,17
288,2.81,0,237.97,12.4,0,0,18
289,2.18,0,238.02,10,0,0,17
290,3.37,0,236.06,14.2,0,0,17
291,3.326,0,234.45,14,0,0,17
292,2.778,0,235.31,12,0,0,9
293,2.358,0,237.1,9.8,0,0,0
294,0.96,0.054,238.68,5.6,0,0,0
295,1.606,0,238.76,7.8,0,0,0
296,2.35,0,238.59,9.8,0,0,0
297,2.428,0.068,238.87,10,0,0,0
298,2.078,0.072,238.97,9.2,0,0,0
299,0.78,0.09,239.93,4.6,0,0,0
300,2.426,0.068,239.05,10,0,0,0
301,2.412,0.066,238.46,10,0,0,0
302,2.428,0.07,239.68,10,0,0,0
303,1.53,0.084,240.72,7.6,0,0,0
304,1.388,0.086,240.87,7.2,0,0,0
305,2.424,0.07,239.71,10,0,0,0
306,2.428,0.072,239.89,10,0,0,0
307,2.388,0.07,239.48,10,0,0,0
308,0.376,0.1,241.64,1.6,0,0,0
309,2.202,0.074,240.07,9.6,0,0,0
310,2.43,0.07,239.77,10,0,0,0
311,2.346,0.052,240.05,9.6,0,0,0
312,1.916,0.054,239.75,8.6,0,0,0
313,0.384,0,240.58,2.4,0,0,0
314,2.334,0.06,239.2,9.6,0,0,0
315,2.32,0.06,238.84,9.6,0,0,0
316,2.306,0.062,238.39,9.6,0,0,0
317,2.306,0.064,238.39,9.6,0,0,0
318,0.436,0,241.06,2.8,0,0,0
319,1.584,0.05,240.89,7.8,0,0,0
320,2.328,0.062,239.46,9.6,0,0,0
321,2.326,0.062,239.27,9.6,0,0,0
322,2.334,0.06,239.57,9.6,0,0,0
323,1.846,0.054,239.99,8.4,0,0,0
324,0.284,0,242.04,1.2,0,0,0
325,2.342,0.06,239.89,9.8,0,0,0
326,2.392,0,239.91,10,0,0,0
327,2.414,0,240.02,10,0,0,0
328,2.414,0,239.97,10,0,0,0
329,0.754,0.086,241.27,4.4,0,0,0
330,1.42,0.178,238.64,7.4,0,0,0
331,2.468,0.162,237.47,10.4,0,0,0
332,2.474,0.164,238.05,10.4,0,0,0
333,2.488,0.168,239.03,10.4,0,0,0
334,1.81,0.182,240.28,8.6,0,0,0
335,0.674,0.2,241.36,4,0,0,0
336,2.444,0.094,239.42,10.2,0,0,0
337,2.41,0.068,238.9,10,0,0,0
338,2.412,0.07,239.13,10,0,0,0
339,2.206,0.072,239.37,9.4,0,0,0
340,0.37,0.1,241.58,1.6,0,0,0
341,2.104,0.076,240.11,9.2,0,0,0
342,2.404,0.068,238.73,10,0,0,0
343,2.418,0.07,239.52,10,0,0,0
344,2.342,0,239.74,9.6,0,0,0
345,1.262,0.046,240.96,6.8,0,0,0
346,0.852,0,241.64,5.2,0,0,0
347,2.34,0.06,240.05,9.6,0,0,0
348,2.336,0.06,240.07,9.6,0,0,0
349,2.334,0.06,239.99,9.6,0,0,0
350,2.33,0.06,239.74,9.6,0,0,0
351,1.038,0,241.17,6,0,0,0
352,0.386,0,242.39,2.4,0,0,0
353,2.35,0.06,240.41,9.6,0,0,0
354,2.346,0.06,240.5,9.6,0,0,0
355,2.346,0.06,240.55,9.6,0,0,0
356,1.834,0.052,240.97,8.4,0,0,0
357,1.222,0.046,241.58,6.6,0,0,0
358,2.342,0.06,240.21,9.6,0,0,0
359,2.334,0.06,239.98,9.6,0,0,0
360,1.666,0.052,240.65,8,0,0,0
361,1.198,0,241.68,6.6,0,0,0
362,2.35,0.058,240.7,9.6,0,0,0
363,2.398,0,240.7,9.8,0,0,0
364,2.444,0.072,240.11,10.2,0,0,0
365,0.406,0.098,241.71,2,0,0,0
366,2.434,0.072,240.13,10,0,0,0
367,2.502,0.136,240.24,10.4,0,0,0
368,2.518,0.176,240.53,10.4,0,0,0
369,1.516,0.19,241.36,7.6,0,0,0
370,1.498,0.188,241.02,7.6,0,0,0
371,2.508,0.174,240.06,10.4,0,0,0
372,2.504,0.174,240.09,10.4,0,0,0
373,2.492,0.172,239.49,10.4,0,0,0
374,0.814,0.204,242.16,4.8,0,0,0
375,2.304,0.18,240.95,9.8,0,0,0
376,2.53,0.182,241.74,10.4,0,0,0
377,2.378,0,241.18,9.8,0,0,0
378,0.384,0,243.73,2.4,0,0,0
379,2.37,0.058,241.48,9.8,0,0,0
380,2.358,0.058,241.13,9.6,0,0,0
381,2.352,0.058,240.96,9.6,0,0,0
382,0.416,0,242.94,2.4,0,0,0
383,2.654,0.062,240.74,11,0,0,0
384,2.54,0.06,241.23,10.4,0,0,0
385,2.526,0.058,241.79,10.8,0,0,0
386,1.206,0,241.83,5.4,0,0,0
387,3.844,0.148,238.71,16.6,0,0,0
388,4.122,0.14,237.99,17.6,0,0,0
389,3.458,0,238.89,14.8,0,0,0
390,1.988,0.05,240.26,9.2,0,0,0
391,0.596,0,240.88,2.4,0,0,0
392,1.29,0,240.69,6.8,0,0,0
393,2.73,0.06,239.43,11.4,0,1,0
394,2.734,0.062,239.81,11.4,0,2,0
395,2.764,0.066,241.27,11.4,0,1,0
396,2.586,0.07,241.63,11,0,1,0
397,1.044,0.152,242.73,4.4,0,2,0
398,1.52,0.22,242.2,7.4,0,1,0
399,3.038,0.194,240.14,12.6,0,2,0
400,2.974,0.194,239.97,12.4,0,1,0
401,2.846,0.198,240.39,11.8,0,2,0
402,2.848,0.198,240.59,11.8,0,1,0
403,2.858,0.202,241.14,11.8,0,1,0
404,2.472,0.208,241.62,10.8,0,2,0
405,0.658,0.244,243.75,3,0,1,0
406,0.838,0.334,242.09,4.8,0,2,0
407,2.608,0.298,239.45,10.8,0,1,0
408,2.598,0.296,239.44,10.8,0,1,0
409,2.56,0.286,238.71,10.8,0,2,0
410,2.526,0.278,236.95,10.6,0,1,0
411,2.472,0.194,237.55,10.4,0,1,0
412,1.658,0.166,238.48,8,0,1,0
413,0.422,0.184,239.79,1.8,0,2,0
414,0.79,0.178,239.47,4.6,0,1,0
415,2.436,0.12,238.51,10.2,0,1,0
416,2.396,0.056,239.03,10,0,1,0
417,2.338,0,238.37,9.8,0,1,0
418,2.304,0.062,238.38,9.6,0,0,0
419,0.276,0,240.56,1.2,0,0,0
420,0.712,0,239.84,4.6,0,0,0
421,2.332,0.06,239.11,9.6,0,0,0
422,2.344,0.058,239.99,9.6,0,0,0
423,2.354,0.058,240.64,9.8,0,0,0
424,2.332,0.06,239.45,9.6,0,0,0
425,2.368,0.056,241.4,9.8,0,0,0
426,0.612,0,243.68,4,0,0,0
427,0.286,0,244.03,1.2,0,0,0
428,1.952,0.05,242.07,8.8,0,0,0
429,2.376,0.056,241.86,9.8,0,0,0
430,2.374,0.056,241.7,9.8,0,0,0
431,2.406,0,240,10,0,0,0
432,1.004,0.094,242,5.6,0,0,0
433,0.388,0.104,242.58,1.6,0,0,0
434,1.458,0.09,242.3,7.4,0,0,0
435,2.48,0.078,241.86,10.2,0,0,0
436,2.454,0.074,240.76,10.2,0,0,0
437,2.468,0.078,241.52,10.2,0,0,0
438,2.028,0.084,241.88,9,0,0,0
439,0.382,0.108,243.65,1.6,0,0,0
440,0.902,0.098,242.62,5.2,0,0,0
441,2.466,0.076,241.43,10.2,0,0,0
442,2.456,0.076,241.18,10.2,0,0,0
443,2.45,0.074,240.82,10,0,0,0
444,2.448,0.074,240.78,10,0,0,0
445,0.93,0,242.94,5.6,0,0,0
446,0.286,0,243.84,1.2,0,0,0
447,1.376,0,243.11,7.2,0,0,0
448,2.456,0.048,241.98,10,0,0,0
449,2.456,0.048,242.01,10,0,0,0
450,2.444,0.046,241.38,10,0,0,0
451,2.122,0.048,240.91,9.2,0,0,0
452,0.356,0.07,242.13,1.4,0,0,0
453,0.952,0.062,241.5,5.6,0,0,0
454,2.426,0,240.45,10,0,0,0
455,2.42,0,240.35,10,0,0,0
456,2.412,0,240.65,10,0,0,0
457,1.008,0,242.35,5.4,0,0,0
458,0.43,0,243.4,1.8,0,0,0
459,2.676,0.088,240.69,11.4,0,0,0
460,3.766,0.208,239.13,15.6,0,0,0
461,4.582,0.258,238.08,19.6,0,13,0
462,5.282,0.15,237.38,22.4,0,35,0
463,2.362,0.096,241.35,10.4,0,28,0
464,3.25,0.084,240.95,13.6,0,37,0
465,4.618,0.104,239.61,19.6,0,27,0
466,5.242,0.178,239.49,21.8,0,37,0
467,4.86,0.198,239.65,20.2,0,36,0
468,3.738,0.238,240.39,16,0,36,0
469,3.426,0.256,240.31,14.4,0,37,0
470,5.254,0.214,238.15,22,0,35,0
471,5.246,0.23,237.91,22,0,36,0
472,5.216,0.21,237.44,22,0,36,0
473,3.858,0.24,238.52,16.6,0,36,0
474,2.822,0.188,239.55,11.8,0,36,0
475,3.84,0.164,238.27,16.6,0,35,0
476,4.636,0.14,237.37,19.4,0,36,0
477,4.634,0.152,237.17,19.4,0,35,0
478,4.652,0.142,237.92,19.4,0,36,0
479,3.13,0.13,239.82,14.6,0,26,0
480,1.756,0.05,241.18,7.6,0,24,0
481,3.478,0,239.84,15,0,36,0
482,4.5,0,239.04,18.8,0,36,0
483,3.552,0,240.29,14.8,0,21,0
484,3.94,0,239.19,16.6,0,28,0
485,2.44,0,240.8,10,0,37,0
486,2.08,0,241.61,9,0,28,0
487,3.652,0,240.11,15.2,0,22,0
488,4.432,0,239.35,18.4,0,36,0
489,4.46,0,240.08,18.6,0,36,0
490,2.186,0.124,242.07,10,0,17,0
491,2.358,0.124,241.54,9.8,0,33,0
492,3.954,0.098,239.84,16.8,0,36,0
493,3.746,0.106,240.36,15.6,0,25,0
494,3.944,0.098,239.79,16.6,0,25,0
495,3.68,0.102,239.55,15.8,0,36,0
496,1.67,0.13,242.21,7.2,0,24,0
497,3.214,0.118,241.92,14.6,0,26,0
498,4.5,0,240.42,18.6,0,36,0
499,3.8,0,241.78,15.8,0,26,0
500,2.664,0,243.31,11.2,0,23,0
501,2.528,0.122,242.92,10.4,0,37,0
502,2.668,0.14,241.8,11.6,0,18,0
503,4.256,0.184,240.29,17.8,0,30,0
504,4.126,0.244,240.61,17.6,0,28,0
505,3.216,0.27,242.14,15,0,31,0
506,0.574,0.302,243.88,2.6,0,5,0
507,2.344,0.272,241.49,10.8,0,16,0
508,3.804,0.244,240.34,16.2,0,23,0
509,4.622,0.24,239.59,19.2,0,37,0
510,3.218,0.25,240.38,13.8,0,16,0
511,0.774,0.294,242.43,4.2,0,5,0
512,0.572,0.3,243.55,2.6,0,5,0
513,1.952,0.282,242.33,9,0,5,0
514,2.608,0.188,241.86,10.8,0,4,0
515,2.6,0.134,242.14,10.6,0,5,0
516,2.568,0.132,241.97,10.6,0,5,0
517,1.334,0.148,242.14,7,0,5,0
518,0.362,0.124,244.33,1.6,0,3,0
519,1.238,0.1,245.86,6.6,0,1,0
520,2.448,0.088,244.84,10,0,2,0
521,2.426,0.082,244.83,9.8,0,1,0
522,1.794,0.098,245.8,8.4,0,2,0
523,0.288,0.118,247.65,1.2,0,1,0
524,0.608,0.12,247.49,3.8,0,1,0
525,2.426,0.082,244.73,9.8,0,2,0
526,2.442,0.088,244.9,10,0,1,0
527,2.428,0.084,244.77,9.8,0,1,0
528,0.674,0.116,247.47,4.4,0,2,0
529,0.306,0.128,248.48,1.4,0,1,0
530,2.09,0.094,247.01,9,0,2,0
531,2.508,0.134,246.12,10.2,0,1,0
532,2.228,0.126,246.32,9.4,0,1,0
533,0.308,0.108,248.01,1.4,0,0,0
534,0.29,0.102,248.2,1.2,0,0,0
535,2.442,0.072,245.61,10,0,1,0
536,2.514,0.156,245.29,10.2,0,0,0
537,2.506,0.202,243.75,10.2,0,0,0
538,0.388,0.234,246.17,1.8,0,0,0
539,0.538,0.242,246.94,3.2,0,0,0
540,2.496,0.142,245.35,10.2,0,0,0
541,2.47,0.1,244.97,10,0,1,0
542,2.448,0.096,244.97,10,0,0,0
543,0.82,0.126,246.17,5,0,0,0
544,0.308,0.13,247.3,1.4,0,0,0
545,2.45,0.102,244.96,10,0,0,0
546,2.432,0.092,244.2,9.8,0,0,0
547,2.444,0.098,243.93,10,0,0,0
548,1.97,0.1,244.35,8.8,0,0,0
549,0.256,0,246.64,1.2,0,1,0
550,0.508,0,246.7,3.6,0,0,0
551,2.37,0,244.7,9.6,0,0,0
552,2.352,0,245.05,9.6,0,0,0
553,2.14,0,246.52,9,0,0,0
554,0.212,0,248.94,0.8,0,0,0
555,0.992,0,247.33,5.8,0,1,0
556,2.362,0,245.39,9.6,0,0,0
557,2.384,0,245.71,9.6,0,0,0
558,1.928,0,246.1,8.4,0,0,0
559,0.218,0,249.37,1,0,0,0
560,0.656,0,249.07,4.4,0,1,0
561,2.398,0,247.31,9.6,0,0,0
562,2.412,0,247.26,9.6,0,0,0
563,1.672,0,245.95,7.8,0,0,0
564,0.226,0,246.16,1,0,0,0
565,1.632,0,244.51,7.8,0,0,0
566,2.352,0,243.91,9.6,0,1,0
567,2.328,0.046,243.68,9.4,0,0,0
568,0.732,0,244.57,4.6,0,0,0
569,0.206,0,245.98,0.8,0,0,0
570,2.332,0,244.32,9.6,0,0,0
571,2.39,0,244.51,9.8,0,0,0
572,2.476,0.1,244.84,10,0,1,0
573,0.604,0.126,247.15,3.8,0,0,0
574,0.38,0.178,246.59,1.8,0,0,0
575,1.774,0.21,244.52,8.4,0,0,0
576,2.52,0.202,243.43,10.4,0,0,0
577,2.542,0.214,244.06,10.4,0,0,0
578,2.228,0.294,245.05,9.8,0,4,0
579,0.59,0.316,247.12,2.6,0,4,0
580,1.354,0.316,246.86,7,0,3,0
581,2.734,0.28,245.41,11.2,0,4,0
582,2.734,0.288,245.27,11.2,0,3,0
583,2.002,0.214,245.79,9,0,4,0
584,0.472,0.144,247.11,2,0,3,0
585,0.876,0,244.7,5,0,4,0
586,2.324,0.046,243.24,9.4,0,0,0
587,2.342,0,243.46,9.6,0,0,0
588,2.326,0.046,243.57,9.4,0,0,0
589,0.302,0,246.19,2,0,0,0
590,0.208,0,247.17,0.8,0,0,0
591,2.022,0,245.69,8.8,0,0,0
592,2.356,0,245.08,9.6,0,0,0
593,2.346,0,243.7,9.6,0,1,0
594,2.24,0,243.92,9.2,0,0,0
595,0.224,0,245.54,1,0,0,0
596,0.424,0,244.88,3.2,0,0,0
597,2.344,0,243.27,9.6,0,0,0
598,2.308,0.048,242.65,9.4,0,0,0
599,2.338,0,243.29,9.6,0,1,0
600,1.48,0,243.73,7.4,0,0,0
601,0.222,0,245.29,1,0,0,0
602,0.82,0,245.38,5.2,0,0,0
603,2.352,0,243.84,9.6,0,0,0
604,2.312,0.048,242.8,9.4,0,0,0
605,2.324,0,242.52,9.6,0,1,0
606,0.232,0,244.9,1.4,0,0,0
607,0.342,0.12,244.81,1.6,0,0,0
